weblink (doi, website)	Paper_name / source	City	Infra-urban territorial unit	Category	Sub-category	Year	Year (end)	Indicator	Value	Unit	Per capita / total	OBS
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	2003		Total water consumption - excluding line losses	1469081	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	2003		Total water consumption - excluding line losses	5159965	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	2003		Total water consumption - excluding line losses	4212988	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	2003		Total water consumption - excluding line losses	1229035	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	2003		Total water consumption - excluding line losses	2575661	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	2003		Total water consumption - excluding line losses	2093147	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	2003		Total water consumption - excluding line losses	60834976	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	2002		Total water consumption - excluding line losses	4253635	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	2002		Total water consumption - excluding line losses	1489342	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	2002		Total water consumption - excluding line losses	823077	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	2002		Total water consumption - excluding line losses	12126964	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	2002		Total water consumption - excluding line losses	2196896	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	2002		Total water consumption - excluding line losses	1434850	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	2002		Total water consumption - excluding line losses	2432244	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	2002		Total water consumption - excluding line losses	854983	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	2002		Total water consumption - excluding line losses	4652584	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	2002		Total water consumption - excluding line losses	1811568	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	2002		Total water consumption - excluding line losses	756348	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	2002		Total water consumption - excluding line losses	3429505	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Gilles	Water	consumption	2002		Total water consumption - excluding line losses	2689482	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	2002		Total water consumption - excluding line losses	1400582	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	2002		Total water consumption - excluding line losses	5136830	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	2002		Total water consumption - excluding line losses	4206717	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	2002		Total water consumption - excluding line losses	1263177	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	2002		Total water consumption - excluding line losses	2532272	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	2002		Total water consumption - excluding line losses	2060712	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	2002		Total water consumption - excluding line losses	59637235	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	2001		Total water consumption - excluding line losses	4261314	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	2001		Total water consumption - excluding line losses	1478398	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	2001		Total water consumption - excluding line losses	847872	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	2001		Total water consumption - excluding line losses	12039129	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	2001		Total water consumption - excluding line losses	2207662	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	2001		Total water consumption - excluding line losses	1492993	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	2001		Total water consumption - excluding line losses	2381357	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	2001		Total water consumption - excluding line losses	839388	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	2001		Total water consumption - excluding line losses	4644349	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	2001		Total water consumption - excluding line losses	1764232	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	2001		Total water consumption - excluding line losses	747961	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	2001		Total water consumption - excluding line losses	3374400	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Gilles	Water	consumption	2001		Total water consumption - excluding line losses	2663149	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	2001		Total water consumption - excluding line losses	1404681	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	2001		Total water consumption - excluding line losses	5206398	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	2001		Total water consumption - excluding line losses	4188861	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	2001		Total water consumption - excluding line losses	1266235	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	2001		Total water consumption - excluding line losses	2571132	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	2001		Total water consumption - excluding line losses	2112390	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	2001		Total water consumption - excluding line losses	59640844	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	2000		Total water consumption - excluding line losses	4172702	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	2000		Total water consumption - excluding line losses	1491392	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	2000		Total water consumption - excluding line losses	830889	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	2000		Total water consumption - excluding line losses	11809292	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	2000		Total water consumption - excluding line losses	2243173	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	2000		Total water consumption - excluding line losses	1392430	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	2000		Total water consumption - excluding line losses	2252503	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	2000		Total water consumption - excluding line losses	835060	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	2000		Total water consumption - excluding line losses	4491931	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	2000		Total water consumption - excluding line losses	1723113	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	2000		Total water consumption - excluding line losses	710541	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	2000		Total water consumption - excluding line losses	3269038	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Gilles	Water	consumption	2000		Total water consumption - excluding line losses	2542723	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	2000		Total water consumption - excluding line losses	1326205	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	2000		Total water consumption - excluding line losses	4942519	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	2000		Total water consumption - excluding line losses	4126117	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	2000		Total water consumption - excluding line losses	1290324	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	2000		Total water consumption - excluding line losses	2479470	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	2000		Total water consumption - excluding line losses	2106181	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	2000		Total water consumption - excluding line losses	58162848	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	1999		Total water consumption - excluding line losses	4111353	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	1999		Total water consumption - excluding line losses	1490125	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	1999		Total water consumption - excluding line losses	810172	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	1999		Total water consumption - excluding line losses	11231403	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	1999		Total water consumption - excluding line losses	2191442	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	1999		Total water consumption - excluding line losses	1400474	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	1999		Total water consumption - excluding line losses	2236817	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	1999		Total water consumption - excluding line losses	815407	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	1999		Total water consumption - excluding line losses	4203168	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	1999		Total water consumption - excluding line losses	1727731	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	1999		Total water consumption - excluding line losses	707001	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	1999		Total water consumption - excluding line losses	3141656	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Gilles	Water	consumption	1999		Total water consumption - excluding line losses	2454439	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	1999		Total water consumption - excluding line losses	1284297	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	1999		Total water consumption - excluding line losses	4579931	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	1999		Total water consumption - excluding line losses	4111971	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	1999		Total water consumption - excluding line losses	1216445	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	1999		Total water consumption - excluding line losses	2536569	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	1999		Total water consumption - excluding line losses	2059608	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	1999		Total water consumption - excluding line losses	56428534	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	1998		Total water consumption - excluding line losses	4060709	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	1998		Total water consumption - excluding line losses	1477037	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	1998		Total water consumption - excluding line losses	805079	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	1998		Total water consumption - excluding line losses	11195296	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	1998		Total water consumption - excluding line losses	2123300	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	1998		Total water consumption - excluding line losses	1378773	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	1998		Total water consumption - excluding line losses	2266981	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	1998		Total water consumption - excluding line losses	842298	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	1998		Total water consumption - excluding line losses	4334647	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	1998		Total water consumption - excluding line losses	1697727	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	1998		Total water consumption - excluding line losses	654459	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	1998		Total water consumption - excluding line losses	3087164	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Gilles	Water	consumption	1998		Total water consumption - excluding line losses	2410694	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	1998		Total water consumption - excluding line losses	1248880	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	1998		Total water consumption - excluding line losses	4787827	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	1998		Total water consumption - excluding line losses	4161906	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	1998		Total water consumption - excluding line losses	1222092	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	1998		Total water consumption - excluding line losses	2464719	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	1998		Total water consumption - excluding line losses	2064307	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	1998		Total water consumption - excluding line losses	56310158	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	1997		Total water consumption - excluding line losses	4004317	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	1997		Total water consumption - excluding line losses	1482504	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	1997		Total water consumption - excluding line losses	851619	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	1997		Total water consumption - excluding line losses	11295040	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	1997		Total water consumption - excluding line losses	2145725	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	1997		Total water consumption - excluding line losses	1412472	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	1997		Total water consumption - excluding line losses	2268337	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	1997		Total water consumption - excluding line losses	863988	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	1997		Total water consumption - excluding line losses	4341433	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	1997		Total water consumption - excluding line losses	1685641	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	1997		Total water consumption - excluding line losses	696180	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	1997		Total water consumption - excluding line losses	3080519	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Gilles	Water	consumption	1997		Total water consumption - excluding line losses	2496071	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	1997		Total water consumption - excluding line losses	1238876	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	1997		Total water consumption - excluding line losses	4807469	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	1997		Total water consumption - excluding line losses	4163600	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	1997		Total water consumption - excluding line losses	1176687	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	1997		Total water consumption - excluding line losses	2593959	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	1997		Total water consumption - excluding line losses	2047100	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	1997		Total water consumption - excluding line losses	56853808	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	1996		Total water consumption - excluding line losses	4025105	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	1996		Total water consumption - excluding line losses	1526599	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	1996		Total water consumption - excluding line losses	883836	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	1996		Total water consumption - excluding line losses	11460832	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	1996		Total water consumption - excluding line losses	2201247	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	1996		Total water consumption - excluding line losses	1424539	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	1996		Total water consumption - excluding line losses	2360054	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	1996		Total water consumption - excluding line losses	859170	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	1996		Total water consumption - excluding line losses	4300686	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	1996		Total water consumption - excluding line losses	1728324	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	1996		Total water consumption - excluding line losses	710358	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	1996		Total water consumption - excluding line losses	3147319	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Gilles	Water	consumption	1996		Total water consumption - excluding line losses	2479350	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Saint-Josse-ten-Noode	Water	consumption	1996		Total water consumption - excluding line losses	1299726	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Schaerbeek	Water	consumption	1996		Total water consumption - excluding line losses	4716722	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Uccle	Water	consumption	1996		Total water consumption - excluding line losses	4322945	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Watermael-Boitsfort	Water	consumption	1996		Total water consumption - excluding line losses	1188657	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Lambert	Water	consumption	1996		Total water consumption - excluding line losses	2557638	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Woluwe-Saint-Pierre	Water	consumption	1996		Total water consumption - excluding line losses	2152081	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels		Water	consumption	1996		Total water consumption - excluding line losses	57837225	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Anderlecht	Water	consumption	1995		Total water consumption - excluding line losses	4145250	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Auderghem	Water	consumption	1995		Total water consumption - excluding line losses	1592297	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Berchem-Sainte-Agathe	Water	consumption	1995		Total water consumption - excluding line losses	798147	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Bruxelles	Water	consumption	1995		Total water consumption - excluding line losses	12300146	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Etterbeek	Water	consumption	1995		Total water consumption - excluding line losses	2198942	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Evere	Water	consumption	1995		Total water consumption - excluding line losses	1443038	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Forest	Water	consumption	1995		Total water consumption - excluding line losses	2435334	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ganshoren	Water	consumption	1995		Total water consumption - excluding line losses	843570	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Ixelles	Water	consumption	1995		Total water consumption - excluding line losses	4392226	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Jette	Water	consumption	1995		Total water consumption - excluding line losses	1805693	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Koekelberg	Water	consumption	1995		Total water consumption - excluding line losses	686045	m³	total	
	Towards more comprehensive urban environmental assessments: exploring the complex relationship between urban and metabolic profiles	Brussels	Molenbeek-Saint-Jean	Water	consumption	1995		Total water consumption - excluding line losses	3125128	m³	total	
